,Magnitude(acc)__sum_values,Magnitude(acc)__median,Magnitude(acc)__mean,Magnitude(acc)__length,Magnitude(acc)__standard_deviation,Magnitude(acc)__variance,Magnitude(acc)__root_mean_square,Magnitude(acc)__maximum,Magnitude(acc)__absolute_maximum,Magnitude(acc)__minimum,speed__sum_values,speed__median,speed__mean,speed__length,speed__standard_deviation,speed__variance,speed__root_mean_square,speed__maximum,speed__absolute_maximum,speed__minimum,roll__standard_deviation,roll__variance,roll__root_mean_square,pitch__standard_deviation,pitch__variance,pitch__root_mean_square,pitch__absolute_maximum,yaw__standard_deviation,yaw__variance,activity
\2. Bike_CSV\Bike-2023-05-28_12-37-07_2,9995.579136298107,3.0882136502196196,3.3530959866816863,2981.0,1.8541655593280626,3.4379299213983474,3.831603139326824,17.229556567577678,17.229556567577678,0.1486385434280012,288.7798036336899,5.096033096313477,4.812996727228165,60.0,1.340118711571328,1.795918161103596,4.996084032260929,7.602229118347168,7.602229118347168,1.317713737487793,0.04659913362300782,0.002171479254414938,0.09620814670240156,0.16356128600080683,0.02675229427823773,0.6391463739543122,0.921169638633728,1.8173079426006284,3.302608158239329,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_3,10385.303520368765,3.0907977640727444,3.4838321101538963,2981.0,2.2306931103689527,4.975991752647512,4.1367956106613315,19.543160419448522,19.543160419448522,0.08557943957264467,341.55733942985535,5.795752048492432,5.692622323830922,60.0,1.5656688778283512,2.4513190350002882,5.904004400132038,8.442258834838867,8.442258834838867,0.8200520873069763,0.29720354916062247,0.08832994963367052,0.2971880640671129,0.22747539710082684,0.05174505628617886,0.7426633333044046,1.2912362813949585,2.5405025333426363,6.454153121920352,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_4,4558.731701547661,0.23203715956804766,1.5292625634175314,2981.0,2.1515889748675927,4.629335116771779,2.6396929943919876,13.364773758728063,13.364773758728063,0.004000441226535997,83.79901628568769,0.3771430552005768,1.3966502714281281,60.0,1.679093758423178,2.8193558495756736,2.184030180710866,5.603102684020996,5.603102684020996,0.0323934480547905,0.2956285908164785,0.0873962637081369,0.657916748679732,0.27141850984034066,0.07366800748395111,1.1841963433278442,1.4604254961013794,1.0426569922939273,1.0871336035794188,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_5,9403.552422853594,3.0058337581932655,3.1544959486258284,2981.0,1.7596902691445637,3.096509843322067,3.6121121983153888,15.77486820594967,15.77486820594967,0.1002218199356699,281.2957158088684,4.851090908050537,4.688261930147807,60.0,1.1810098536016707,1.3947842743042398,4.83472690024757,6.369654178619385,6.369654178619385,2.360973596572876,0.053919078134424044,0.002907266986866125,0.0914794987040815,0.17230811403157714,0.02969008616111899,0.6453957365649273,0.994053304195404,1.6801384458460362,2.8228651972099343,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_6,9723.181388133327,3.100679719068759,3.2617180101084626,2981.0,1.6132397219028847,2.6025424003252966,3.6388661390316637,11.370348281770564,11.370348281770564,0.12050608406221773,293.3205795288086,4.92801308631897,4.8886763254801435,60.0,1.163931007745062,1.3547353907904356,5.025325024921321,7.306658744812012,7.306658744812012,2.07157826423645,0.04896247662513762,0.002397324117267148,0.10322006820506306,0.15473181855231172,0.023941935672505514,0.6346280844293462,0.856306254863739,0.4084064818958846,0.1667958544545735,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_7,9075.11870800976,2.93284357298778,3.0443202643440994,2981.0,1.5028143111917214,2.258450853922648,3.3950459092358054,8.00830227350863,8.00830227350863,0.1463467824608385,327.9096665382385,5.745638608932495,5.4651611089706424,60.0,1.2009519520402634,1.4422855911093193,5.595558197187707,6.95673131942749,6.95673131942749,2.290095329284668,0.04917609264797038,0.0024182880881217666,0.1141406670794438,0.16841391939451114,0.0283632482458209,0.6312862481327588,0.9780617356300354,0.12575001941527933,0.015813067382943125,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_8,8802.490246497007,2.681806455628086,2.9528648931556547,2981.0,1.84650658179297,3.409586556604758,3.4826710487549515,23.033945382285886,23.033945382285886,0.12945604397429442,295.85947811603546,5.279465436935425,4.930991301933925,60.0,1.0207942036582733,1.0420208062223286,5.035543270191445,6.323404312133789,6.323404312133789,1.6282784938812256,0.3759891068930271,0.14136780850221617,0.38251812459105916,0.2870640883088358,0.08240579079658308,0.7909615461110759,1.4727723598480225,1.9350348819159244,3.7443599942313757,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_9,5713.380243897596,1.1908268325668296,1.9165985387110354,2981.0,2.288522200210485,5.237333860856239,2.985076853189129,31.751008081398485,31.751008081398485,0.008339871598210554,82.46937524527311,0.5224556028842926,1.3744895874212186,60.0,1.4170981973333867,2.0081673008855345,1.9741805709749265,4.102797031402588,4.102797031402588,0.0769213214516639,0.7678194004186009,0.5895466316591798,0.7746247583614762,0.3354884544778198,0.11255250308791614,1.0731644663399893,1.5211219787597656,2.22096710652753,4.932694888277267,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_10,9697.487602405079,2.963074717094388,3.2530988267041527,2981.0,2.1748821877640223,4.73011253065322,3.91315275793792,17.43053867157053,17.43053867157053,0.08556901216528152,288.06670022010803,4.879760265350342,4.801111670335134,60.0,0.8749432756116706,0.7655257355380798,4.880184320962304,6.295492649078369,6.295492649078369,2.7926478385925293,0.05673146001486543,0.0032184585554182756,0.08331569339445594,0.20628597736547918,0.042553904457630985,0.6683722452206946,1.0310556888580322,2.117610564729845,4.484274503855453,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_11,12200.100628133478,3.6162418942085974,4.0926201369115995,2981.0,2.6483898621967543,7.013968862186544,4.874782912832207,24.7135320578189,24.7135320578189,0.07105755304514895,333.7889361381531,5.5978844165802,5.563148935635884,60.0,0.9089531044434613,0.8261957460774059,5.63691598537215,7.36395788192749,7.36395788192749,3.601712942123413,0.14910637458577264,0.022232710942112748,0.15077193332456373,0.23972266081423102,0.05746695410785486,0.6737818746796064,1.3240816593170166,0.15664847637426194,0.0245387451503777,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_12,10916.803533651459,3.1283059947171354,3.6621279884775104,2981.0,2.472395625906043,6.1127401309993346,4.418588183457434,37.98241131570049,37.98241131570049,0.16963435311331573,309.7581923007965,5.346483945846558,5.162636538346608,60.0,0.93192120884807,0.868477139500848,5.246074071777132,6.718876361846924,6.718876361846924,2.6088244915008545,0.13995582080279675,0.019587631776584558,0.14021324853605024,0.2228560325358689,0.049664811237628254,0.6237028243221331,1.388700246810913,1.5059828895203429,2.2679844635280415,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_13,10345.723746350777,3.2693856218002884,3.4705547622780197,2981.0,1.8088655631666577,3.2719946256102297,3.9136613271437883,15.498556935726665,15.498556935726665,0.14117172081346413,332.4801826477051,5.5659754276275635,5.541336377461751,60.0,0.5298836801552306,0.28077671449485064,5.5666134734392845,6.573388576507568,6.573388576507568,4.222415924072266,0.11573526258406461,0.013394651005402386,0.1259784601629915,0.19004218450012816,0.03611603188958075,0.642274904950082,1.3265337944030762,0.13293251712673645,0.017671054109650083,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_14,11547.15706603943,3.515304279893022,3.873585060731107,2981.0,2.180811639798437,4.755939408280349,4.445289712830825,18.137395807183353,18.137395807183353,0.17822187091364075,287.16231751441956,4.995126008987427,4.786038625240326,60.0,0.9845120498455152,0.9692639762910182,4.886249041809404,6.443110466003418,6.443110466003418,2.00604510307312,0.15210064686089195,0.02313460677550176,0.1521181548118787,0.21891327163920324,0.04792302049977958,0.655017344905759,1.23782479763031,0.22866538632371647,0.0522878589025745,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_15,10190.895720258994,3.261436327977387,3.418616477778931,2981.0,1.6108920415982115,2.594973169684454,3.7791416739553547,11.267411648749777,11.267411648749777,0.1738753787955242,285.3001403808594,4.883124589920044,4.755002339680989,60.0,0.6902281810906512,0.4764149419717088,4.804837374182751,6.049674034118652,6.049674034118652,2.8269875049591064,0.053517622232788026,0.0028641358894514073,0.08870943267219188,0.16897648615975625,0.02855305287489829,0.6180587050191679,0.9870574474334716,0.4235565660833784,0.1794001646723433,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_16,8946.30888308765,2.7298776963166125,3.0011099909720396,2981.0,1.73390045790084,3.006410797908742,3.465987878775824,16.059359318210074,16.059359318210074,0.09872762098943726,197.21013712882996,3.1610546112060547,3.2868356188138326,60.0,0.8984818651404124,0.8072696619861942,3.407426895340457,4.702407360076904,4.702407360076904,1.2122262716293335,0.12867910430741888,0.016558311885359587,0.1304267313837735,0.22979482200515502,0.052805660220380884,0.6578553678111663,1.2937716245651243,0.550478348339885,0.3030264119910077,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_17,9667.248071601862,2.900543259720095,3.2429547372029055,2981.0,2.182303628613121,4.762449127457995,3.908862309547979,17.702005148852887,17.702005148852887,0.08385306468318525,277.0290033817291,5.256962299346924,4.617150056362152,60.0,1.2480433172179584,1.5576121216524055,4.782853412411615,6.338710308074951,6.338710308074951,1.8833348751068115,0.20347003519002577,0.04140005522023032,0.20357644905195643,0.2582201558497762,0.06667764888708272,0.7824187757835939,1.448467254638672,0.21352113373454493,0.04559127455128542,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_18,12410.261899310995,3.659723405052828,4.16312039560919,2981.0,2.53099265516885,6.405923820518666,4.87211404308806,25.950340050661854,25.950340050661854,0.20929079360268407,246.362988114357,4.355942249298096,4.10604980190595,60.0,1.2629445550921548,1.595028949236921,4.295890352996548,6.231021881103516,6.231021881103516,1.2099018096923828,0.45452332774642773,0.20659145546568658,0.45850567497264266,0.309134169361153,0.09556393466661003,0.7278209331746545,1.5357997417449951,1.0395077149239376,1.0805762893863862,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_19,11882.7952430027,3.5528170351299386,3.986177538746293,2981.0,2.1980887877907263,4.8315943190113035,4.552055106148954,14.491817662095322,14.491817662095322,0.17525542360526133,334.0578122138977,5.52472448348999,5.567630203564962,60.0,0.5115692216486686,0.2617030685382246,5.59108300351435,6.694190979003906,6.694190979003906,4.36185359954834,0.06532991258855154,0.004267997478827786,0.07953834396695222,0.17203360956538352,0.029595562820094817,0.610805752887489,1.0102801322937012,0.1769427174260061,0.03130872525009944,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_20,8018.538939368226,2.169888885419784,2.6898822339376807,2981.0,2.726822422733972,7.43556052512477,3.8302776606374556,31.93324959453829,31.93324959453829,0.01201785477268827,208.48468243866228,5.007938861846924,3.474744707311038,60.0,2.6245656714805268,6.888344963914029,4.354560338874649,6.710726737976074,6.710726737976074,0.0027364899870008,0.26469832687641015,0.07006520425117088,0.3027739080265958,0.3950233826204745,0.15604347281692177,0.9279185456805469,1.5541586875915527,0.8739420578535194,0.7637747204852442,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_21,10473.450111272305,3.1574616903477404,3.5134015804335137,2981.0,1.9219905621118187,3.6940477208469047,4.0047519756209145,17.293367488083142,17.293367488083142,0.17074528594007318,315.1622385978699,5.5479958057403564,5.252703976631165,60.0,0.8672487472278994,0.7521203895683608,5.323816249241254,6.531438827514648,6.531438827514648,2.878694534301758,0.1195415108324553,0.014290172812106029,0.12280356310998362,0.2307298936728794,0.05323628383429824,0.7009658919668417,1.3502081632614136,1.6769939070588842,2.8123085643126213,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_22,8917.251114890336,2.789314928335885,2.991362333072907,2981.0,1.7361774493440651,3.0143121356108638,3.4586935023702594,14.199028739454187,14.199028739454187,0.08163382420438506,348.8542127609253,6.067528963088989,5.814236879348755,60.0,0.9417187429218512,0.8868341907703117,5.890007188446331,7.175540447235107,7.175540447235107,1.9386837482452397,0.09053122363097657,0.00819590245212189,0.10326152118505008,0.20991077145037718,0.044062531970892486,0.6913397322879569,1.489120364189148,0.5414831249797284,0.29320397463781217,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_23,9969.247794106032,3.1013049202547247,3.344262929924868,2981.0,1.8115569872027504,3.281738717883106,3.803397594566307,15.839129415154524,15.839129415154524,0.14400748977026115,337.5436438322067,5.9982850551605225,5.625727397203446,60.0,1.2990934013005628,1.6876436653026654,5.773772805795887,7.102864265441895,7.102864265441895,1.695378661155701,0.16681514573917952,0.027827292847983708,0.1687522326041372,0.24327653470045146,0.05918347233585996,0.691707663563539,1.4400169849395752,0.5613800929895046,0.3151476088049049,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_24,9473.564673272336,2.802712732688295,3.177982111127922,2981.0,2.3516336787486156,5.530180959024747,3.953448021369933,24.38597686129189,24.38597686129189,0.036720666227234695,309.51198720932007,5.607938766479492,5.158533120155335,60.0,1.526242757575683,2.329416955052225,5.379579993530327,7.14981746673584,7.14981746673584,1.0019209384918213,0.3479633936311958,0.12107852330733852,0.36243274772691647,0.25814192829504656,0.06663725514388495,0.6793796462410084,1.4861468076705933,1.24879840191543,1.5594974486265318,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_25,9468.075583419864,2.814504636386676,3.1761407525729166,2981.0,2.091971212036987,4.376343551991502,3.803184669740079,35.20135402457809,35.20135402457809,0.05408708514273746,298.9857075214386,5.172117471694946,4.98309512535731,60.0,1.1678422226873797,1.3638554570913992,5.118114153225892,6.555209636688232,6.555209636688232,2.3846335411071777,0.2544539341784091,0.06474680461887017,0.258990916329209,0.30144415014806786,0.09086857565849087,0.810004343727186,1.4762297868728638,0.32728232254169737,0.10711371864828763,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_26,10395.891460184663,3.1031871555961525,3.487383918210219,2981.0,2.070199095340366,4.28572429434807,4.0555604899125015,16.08722097201376,16.08722097201376,0.14180984685879217,304.42405223846436,5.172305107116699,5.073734203974406,60.0,0.48291355472743636,0.23320550133948867,5.0966640338479525,5.895145893096924,5.895145893096924,3.905932903289795,0.25184523767714256,0.06342602374065642,0.2795332399996594,0.3185205324852084,0.1014553296146607,0.8393920717311575,1.4085826873779297,0.6907177215424434,0.47709097085278435,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_27,9226.114291705795,2.710656710509435,3.0949729257651106,2981.0,1.9901495651359344,3.960695291610749,3.6796131186348653,17.00864443722505,17.00864443722505,0.06018047770271235,289.4224942922592,5.377229452133179,4.82370823820432,60.0,1.2641424015443938,1.5980560113824274,4.986603771977743,6.4125518798828125,6.4125518798828125,1.1756972074508667,0.1669358115263161,0.027867565169949725,0.16783394299146712,0.26962835433658816,0.07269944946225675,0.6802165816397006,1.419726848602295,1.022406975606341,1.045316023768505,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_28,9688.625869201569,2.9240212551576032,3.2501260882930456,2981.0,2.0725151735814658,4.295319144725413,3.85469048491944,24.72200899644943,24.72200899644943,0.10941060211258505,303.43835613131523,5.780993938446045,5.057305935521921,60.0,1.7848391672062938,3.185650852793656,5.363020993643313,6.887813091278076,6.887813091278076,0.4792371094226837,0.06300080747779976,0.003969101742854791,0.07256908705867625,0.17739379974585334,0.03146856018827192,0.6119619141916391,0.9262123107910156,1.5496662710425013,2.4014655516067713,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_29,10737.076217828468,3.4179753665469623,3.601837040532864,2981.0,1.91299988377904,3.659568555338621,4.078332823825583,16.645934949112835,16.645934949112835,0.1735354385691665,362.5265302658081,6.034179210662842,6.042108837763468,60.0,0.5795767295246178,0.3359091854064519,6.069842534430845,7.276932239532471,7.276932239532471,4.48424243927002,0.12870919445677748,0.01656605673771256,0.13130914561955911,0.1975958737124874,0.039044129308201274,0.6630293447900765,1.2898457050323486,0.21954214405928546,0.04819875301814805,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_30,10419.3555277627,3.216712375612344,3.4952551250461927,2981.0,1.862379727333767,3.4684582487837963,3.9604629322776743,16.702887654079415,16.702887654079415,0.12043821879234323,344.89315366744995,5.766857147216797,5.748219227790832,60.0,0.5999531640805934,0.3599437990903154,5.779443579604749,7.027198791503906,7.027198791503906,4.221516132354736,0.0586209889414918,0.0034364203444785042,0.0885712794463134,0.1566960781275271,0.024553660900548075,0.6106620658116214,0.8759174346923828,1.571667193518782,2.4701377671832048,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_31,10083.834704613695,3.1916240630327146,3.3827020142951008,2981.0,1.9273460432232017,3.7146627703281316,3.8932423104456606,23.871234241914994,23.871234241914994,0.15469282470016807,351.9921803474426,5.836758136749268,5.8665363391240435,60.0,0.3057135688786612,0.09346078619652791,5.874496523486883,6.712310791015625,6.712310791015625,5.147128105163574,0.058645721494397784,0.0034393206495984706,0.1014018345596932,0.1622500782715154,0.026325087899112882,0.6117556037474536,0.939329206943512,0.12178906867239009,0.01483257724808815,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_32,8549.561096127736,2.3925638219363683,2.8680178115155104,2981.0,2.15600972590442,4.648377938194454,3.588022311157592,24.857123738964532,24.857123738964532,0.07090141109469536,260.75008656829596,5.267276048660278,4.345834776138266,60.0,1.9740283308867923,3.896787851143695,4.773161190724281,6.5090179443359375,6.5090179443359375,0.1004804745316505,0.546058634639295,0.2981800324641311,0.5539565952305009,0.3602689396479406,0.12979370887505148,0.7934001615579204,1.533441424369812,1.011085420820181,1.0222937281951225,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_33,12404.157726769896,3.6017788014937184,4.16107270270711,2981.0,2.573811627150391,6.6245062920545426,4.892753041925251,20.929534044539643,20.929534044539643,0.16904294951406604,330.86457228660583,5.588824033737183,5.5144095381100975,60.0,1.0799215275221188,1.1662305056057063,5.619158572206814,7.756241798400879,7.756241798400879,2.4941351413726807,0.13076965278334712,0.017100702089077165,0.13102866883204808,0.29750885453962733,0.08851151852948115,0.7926362808578125,1.3778114318847656,3.0475541956594943,9.287586575481786,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_34,12092.817564302246,3.497004588602268,4.05663118560961,2981.0,2.5270852285747862,6.3861597524808795,4.779374051959242,17.184406332503976,17.184406332503976,0.1260906505745459,323.5514483451843,5.876333951950073,5.392524139086405,60.0,1.1352640439657602,1.2888244495214913,5.51072962865636,7.302341938018799,7.302341938018799,2.8922765254974365,0.3178277446699497,0.10101447528198672,0.37388914769360676,0.3522566681684654,0.12408476026914836,0.8991905637990681,1.5226210355758667,2.5228217240626156,6.364629451402269,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_35,9877.461743856918,2.9675321933039016,3.3134725742559272,2981.0,1.9502073052629976,3.8033085335011627,3.8447898556159554,24.021198391880276,24.021198391880276,0.13534625910470058,290.5136637687683,4.8858513832092285,4.841894396146139,60.0,0.9018778711732863,0.8133836945120588,4.925172589660533,6.8720808029174805,6.8720808029174805,3.630360841751098,0.2178575772438032,0.047461923962539676,0.236842125407295,0.3408353475057333,0.116168734109354,0.7910997852023695,1.414663791656494,0.5144607583558765,0.2646698718881035,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_36,12094.711495824075,3.599325494546078,4.05726651990073,2981.0,2.5909302885340226,6.712919760042994,4.813972514831215,25.07910771021356,25.07910771021356,0.16191684440300594,310.67044377326965,5.514959812164307,5.177840729554494,60.0,0.9151564472994566,0.837511323033763,5.2580933753279036,6.4687275886535645,6.4687275886535645,3.0796518325805664,0.21322531439398545,0.04546503469841394,0.224149553971889,0.2977959859295379,0.08868244923574552,0.7920723393732797,1.4195644855499268,0.3744435827142679,0.1402079966358968,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_37,8550.806420870584,2.460118985215842,2.8693981278089207,2980.0,1.8925013472464114,3.581561349329482,3.4372964616399937,13.27659242039745,13.27659242039745,0.07935017275894406,234.37041074037552,4.4451375007629395,3.906173512339592,60.0,1.6118945896650274,2.598204168191387,4.225682865134914,5.734374046325684,5.734374046325684,0.2943377196788788,0.37568104761226434,0.14113624953504844,0.3978122951236171,0.33346993870007313,0.11120220001663052,0.7975571935241665,1.4676885604858398,1.9236282062955592,3.7003454760558707,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_38,13964.411934958334,4.217080062164119,4.686044273475951,2980.0,2.5593336323181504,6.550188641514818,5.339400675590058,20.092446871655813,20.092446871655813,0.2799490503913806,344.73393630981445,5.839452266693115,5.745565605163574,60.0,0.41138471273391053,0.16923738187116208,5.760274429669981,6.471676349639893,6.471676349639893,4.888370990753174,0.06552047884436325,0.004292933147994652,0.08093524475701,0.17012835629487083,0.028943657615594517,0.6367045312003068,0.8974058032035828,0.09297678717060513,0.008644682952568004,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_39,9625.19120862113,2.7983411176449793,3.2299299357789026,2980.0,2.5394770937581796,6.448943909722491,4.108697031878013,21.50755907195616,21.50755907195616,0.02845301835148722,261.74501371383667,4.601283311843872,4.362416895230611,60.0,1.098216810092589,1.206080161969942,4.49852879614696,5.883949279785156,5.883949279785156,1.1282217502593994,0.21227515410718772,0.04506074105123029,0.21352476679556967,0.30939715400219175,0.09572659890465597,0.8430287404183539,1.5598018169403076,2.3437586792840044,5.493204746719101,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_40,7276.532730159992,1.8787798028209535,2.441789506765098,2980.0,2.738529433348796,7.499543457317679,3.6690433974901167,35.82841955283296,35.82841955283296,0.012996114989602594,136.98516246303916,2.370938539505005,2.2830860410506526,60.0,1.6239299350846907,2.637148434064168,2.801719169528686,5.716864585876465,5.716864585876465,0.0540075413882732,0.8071644051078201,0.6515143768730611,0.848684495385312,0.4643546458653471,0.2156252371367319,1.0421883519049013,1.5502358675003052,1.5489121617327206,2.3991288847635297,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_41,9590.027663431381,2.8255845792797007,3.2181300883997923,2980.0,2.1658445811953304,4.690882749893176,3.8790777274704396,22.164595719445344,22.164595719445344,0.0595656028488745,365.2274670600891,6.204720735549927,6.087124451001485,60.0,0.5457350066785515,0.29782669751443863,6.111539149796438,6.983169078826904,6.983169078826904,4.449815273284912,0.16140215926511234,0.026050657015440685,0.16454291993770123,0.21459773313095612,0.04605218706494506,0.6382501097299254,1.276403307914734,0.4319857938657836,0.18661172610185128,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_42,8943.622746080982,2.6138537154776955,3.0012156866043567,2980.0,2.1295380450071812,4.534932285133008,3.6799766144166006,13.871261842285874,13.871261842285874,0.07542721459313131,288.46443271636963,5.071041584014893,4.807740545272827,60.0,1.054787494599205,1.112576658762868,4.922087545891796,6.569566249847412,6.569566249847412,2.4065194129943848,0.2732058694806935,0.07464144711870171,0.3670530018543732,0.3128213045129683,0.09785716855719524,0.8621579288031781,1.484838604927063,0.7025119652516525,0.49352306132173895,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_43,11689.23131410357,3.4178353085170574,3.9225608436589163,2980.0,2.5132774447208224,6.316563514142426,4.658652926152428,21.537751871153443,21.537751871153443,0.1396575794810401,296.4850823879242,4.9745049476623535,4.941418039798736,60.0,0.674875015591563,0.45545628666971244,4.987290700442285,6.920150279998779,6.920150279998779,3.565117835998535,0.4766042658829143,0.2271516262577917,0.47850169887074634,0.34807892716485045,0.12115893953623327,0.8632458460146614,1.562268853187561,0.9372694514519038,0.8784740246249525,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_44,9736.62452672023,2.9769616131117154,3.267323666684641,2980.0,1.9310350775648062,3.728896470785717,3.7952997791562244,14.836699501989814,14.836699501989814,0.12104070175713877,322.166873216629,5.615192651748657,5.369447886943817,60.0,0.926917511370227,0.859176072884775,5.44886655034698,6.807876586914063,6.807876586914063,3.137878894805908,0.21235718332615205,0.045095573310216956,0.24731644413781878,0.3084337427705579,0.09513137367945468,0.7131257814842116,1.430173397064209,0.7123109467871674,0.5073868849128309,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_45,9165.6520554509,2.931395960607142,3.0757221662586915,2980.0,1.608988579258011,2.5888442481827125,3.4711541441137084,9.272000785717728,9.272000785717728,0.10485307041395894,366.6476979255676,6.129599571228027,6.110794965426127,60.0,0.5760021883368995,0.3317785209688971,6.13788185210877,7.089288234710693,7.089288234710693,4.172555923461914,0.061515619347694395,0.0037841714237304334,0.07456190228756493,0.1651399923202875,0.027271217063544614,0.5695444077280712,0.8019654154777527,0.08867811583915704,0.007863808228782954,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_46,8925.598886054144,2.6156034004132724,2.995167411427565,2980.0,1.9536244616183318,3.816648537033517,3.5759860681371816,11.37103370871115,11.37103370871115,0.05460132123270889,412.5660791397095,6.750013828277588,6.876101318995158,60.0,0.641606630915941,0.41165906883530445,6.9059704906640205,8.052445411682129,8.052445411682129,5.642940044403076,0.04939476939965073,0.002439843244044672,0.07012256350708446,0.17285491487452168,0.029878821596278134,0.5907039964823151,0.8443664312362671,0.08705258438899012,0.007578152448802247,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_47,9430.308422354698,2.9278242842592714,3.1645330276358044,2980.0,2.0987802146302514,4.404878389323404,3.797255281426472,15.601250198242314,15.601250198242314,0.0715355495996791,341.14269256591797,5.883163690567017,5.6857115427653,60.0,0.6031116997406445,0.3637437223640493,5.717609594043529,6.845408439636231,6.845408439636231,4.345527648925781,0.18568366572433664,0.03447842371682719,0.1937365283137362,0.3281457313533238,0.10767962100540775,0.7826522088796356,1.3874975442886353,0.21984737995353953,0.04833287047243598,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_48,11270.099196324494,3.2971607872169537,3.781912481988085,2980.0,2.6816110717525867,7.191037940146057,4.636151417022888,22.782409092561807,22.782409092561807,0.14201156492576508,370.5950770378113,5.740801095962524,6.176584617296855,60.0,1.1354174037950877,1.289172680840777,6.280077245979457,8.784311294555664,8.784311294555664,4.831602096557617,0.18699643647555048,0.03496766725455458,0.19474968027739673,0.31158576586709863,0.09708568949098641,0.7728187862181678,1.4075559377670288,0.12560958439841613,0.015777767692742823,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_49,11229.892171409887,3.408524895550122,3.7684201917482842,2980.0,2.219878874548209,4.927862217665423,4.373654416988338,21.305901432454334,21.305901432454334,0.1722650062118069,366.4074020385742,6.163102626800537,6.106790033976237,60.0,0.6161281475729884,0.37961389423172215,6.137792633618638,7.359756469726562,7.359756469726562,4.360416412353516,0.18838861551675967,0.0354902704563215,0.20578207603493523,0.26841759614366795,0.07204800591954522,0.7350542463970804,1.3976496458053589,0.6335598662969907,0.40139810418226074,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_50,9457.593671291837,2.877851759736138,3.1736891514402137,2980.0,1.9737833942452716,3.8958208873983855,3.737395311894059,22.031681015445063,22.031681015445063,0.07448262152247358,303.42629408836365,5.333465814590454,5.057104901472727,60.0,1.050641031076879,1.1038465761822873,5.16509017933683,6.40091609954834,6.40091609954834,2.428552865982056,0.2946538008059705,0.08682086232940453,0.2949394237254115,0.2643738456804715,0.06989353027988175,0.6240150210817708,1.454968810081482,0.8316541784058232,0.6916486724598649,bike
\2. Bike_CSV\Bike-2023-05-28_12-37-07_51,9825.036192645744,2.950785809623534,3.296992010954948,2980.0,2.2326540218444446,4.984743981258173,3.981821229231534,26.22954560863238,26.22954560863238,0.012344835341256287,281.60206961631775,4.812699556350708,4.693367826938629,60.0,0.6245197693839883,0.39002494235143004,4.734736159628545,5.626584529876709,5.626584529876709,3.253504514694214,0.7057079730420349,0.49802374321509746,0.7060901955664737,0.32832721653958713,0.10779876112063294,0.800469922705182,1.555240035057068,0.8696319768359542,0.7562597751356095,bike
